Quote,Author,emotion
"Nalaman kong habang lumalaki ka, maraming beses kang madadapa. Bumangon ka man ulit o hindi, magpapatuloy ang buhay, iikot ang mundo, at mauubos ang oras.",Bob Ong,Joy
I want to love you down. I want to love you deep. I want to love you up. And I want to love you width all my heart. Now that is #4DFeeling.,Jarod Kintz,Joy
"The pink sunset reminds me of her, and the calm water matches the calm that images of her bring to my heart.",Jarod Kintz,Joy
"Some people think that a place can save them... Like if they could just be somewhere else, their lives would be totally different. They could finally be the people they always wanted to be. But to me, a place is just a place. If you really want things to change, you can make them change no matter where you are.",Hannah Harrington,Joy
"The backcountry signs say stuff like BEYOND THIS POINT IS A HIGH RISK AREA, WHICH HAS MANY HAZARDS INCLUDING, BUT NOT LIMITED TO, AVALANCHES, CLIFFS, AND HIDDEN OBSTACLES, YOU MAY BE RESPONSIBLE FOR THE COST OF YOUR RESCUE and I think, um, no thanks. I choose life.",Cynthia Hand,Joy
Each of us is a unique strand in the intricate web of life and here to make a contribution.,Deepak Chopra,Joy
"Life is doubt,And faith without doubt is nothing but death.",Miguel de Unamuno,Joy
"Love will find you eventually, I guarantee it. That’s why you need to buy an invisible cloak from me for the one-time low price of $77,777.77. Offer valid for emotional invalids only.",Jarod Kintz,Joy
...reality is always plural and mutable.,Robert Anton Wilson,Joy
It is impossible to be both selfish and happy,Joyce Meyer,Anger
"Me with nothing left to lose, plotting my big revenge in the spotlight. Give me violent revenge fantasies as a coping mechanism.",Chuck Palahniuk,Anger
"She might be pointing to a doorway, or a person, or the sky. But such things were so common to my eyes, so undistinguished, that they would register as ""nothing""I walked in a gray world of nothing.",Jerry Spinelli,Fear
Who knew hitting my head and passing out would be so much fun?,P.C. Cast,Joy
Philosophy can make people sick.,Aristotle,Anger
"Approval is overrated...Approval and disapproval alike satisfy those who deliver it more than those who receive it. I don't care for approval, and I don't mind doing without.",Gregory Maguire,Joy
"He specialized in the murder of dreams, Hazel Grace...",John Green,Anger
a dog is not considered a good dog because he is a good barker. a man is not considered a good man because he is a good talker.,Gautama Buddha,Joy
You have been blessed with immeasurable power to make positive changes in your life.,Steve Maraboli,Joy
"You do not have to sit outside in the dark. If, however, you want to look at the stars, you will find that darkness is necessary. But the stars neither require nor demand it.",Annie Dillard,Joy
"Let us pick up our books and our pens,” I said. “They are our most powerful weapons. One child, one teacher, one book and one pen can change the world.",Malala Yousafzai,Joy
"A very small percentage of the people in this world will actually experience and live today. So many people will be stuck on another day, another time that traumatized them and caused them to spiritually stutter so they miss out on this day.",Steve Maraboli,Fear
Woman is a delicate creature with strong emotions who has been created by the Almighty God to shoulder responsibility for educating society and moving toward perfection. God created woman as symbol of His own beauty and to give solace to her partner and her family.,Hazrat Ali Ibn Abu-Talib A.S,Joy
Grandfather informs me that is not possible.,Jonathan Safran Foer,Fear
Happiness and confidence are the prettiest things you can wear,Taylor Swift,Joy
"Whoever undertakes to set himself up as a judge of Truth and Knowledge is shipwrecked by the laughter of the gods.""[Preface to Brissot's Address to His Constituents (1794)]",Edmund Burke,Joy
"Whether our action is wholesome or unwholesome depends on whether that action or deed arises from a disciplined or undisciplined state of mind. It is felt that a disciplined mind leads to happiness and an undisciplined mind leads to suffering, and in fact it is said that bringing about discipline within one's mind is the essence of the Buddha's teaching.",Dalai Lama XIV,Joy
What hurts so bad about youth isn't the actual butt whippings the world delivers. It's the stupid hopes playacting like certainties.,Mary Karr,Joy
"Not all dreamers are winners, but all winners are dreamers. Your dream is the key to your future. The Bible says that, ""without a vision (dream), a people perish.""You need a dream, if you're going to succeed in anything you do.",Mark Gorman,Joy
A few songs with Him might change the way you sing. Forever.,Max Lucado,Joy
"Thank God men cannot fly, and lay waste the sky as well as the earth.",Henry David Thoreau,Anger
"Knowledge is a tool, and like all tools, its impact is in the hands of the user.",Dan Brown,Joy
If poetry comes not as naturally as the leaves to a tree it had better not come at all.,John Keats,Joy
"Beauties in vain their pretty eyes may roll; Charms strike the sight, but merit wins the soul.",Alexander Pope,Joy
"My writing has appeared in the New Yorker and The Atlantic Monthly, though whenever the newsstand guy catches me scribbling my poetry in them, he always comes along later and erases it.",Jarod Kintz,Anger
"Your first impulse is to share good news, your second is to club someone with it.",Stephen King,Joy
"After their encounter on the approach to Jupiter, there would aways be a secret bond between them---not of love, but of tenderness, which is often more enduring.",Arthur C. Clarke,Joy
"With each reunion (we) had to learn each other all over again. There was always that nervous moment at the airport when I would stand there waiting for him to arrive, wondering, Will I still know him? Will he still know me?",Elizabeth Gilbert,Fear
"She, as no other ever could, reached every corner of his heart. His joy, and his salvation.",J.D. Robb,Joy
"Vane grabbed me. “DuLac, let’s chat.”Chat. British-speak for “Stand still while I yell at you.",Priya Ardis,Anger
She bats her eyelashes like I’m throwing baseballs at them. I must be as romantic as Pete Rose’s last name.,Jarod Kintz,Joy
There were books about how to be gay; he'd seen them in stores and libraries. Some of them even had diagrams. But there weren't any diagrams about how to fall in love with your best friend and not fuck everything up.,Poppy Z. Brite,Anger
there are three kinds of people in the world: those who don't know and don't know they don't know; those who don't know and do know they don't know; and those who know and know how much they still don't know.,Karen Marie Moning,Fear
"Using my thumb and middle finger, I tend to make snap decisions. Right away I know whether I like a song or not.",Jarod Kintz,Anger
The writer must be universal in sympathy and an outcast by nature: only then can he see clearly.,Julian Barnes,Joy
I rather spend every Sunday of my life hanging off a cliff to rescue someone than spend one more time sitting in a pew next to hypocrites that talk about what they will do to better themselves and the world when they get around to it.,Shannon L. Alder,Joy
